"","Rank","Bib","Name","Nation","Pts","Time","Gender","Date","WMTRC","Race","img"
"166","DNF",2088,"Anders Aagaard HANSEN","DEN",NA,"DNF","Male",2023-06-08,"Innsbruck","Trail Short","https://timit.pro/events/graphics/flags/png/dk_black.png"
"167","DNF",2119,"Otto SAIKKONEN","FIN",NA,"DNF","Male",2023-06-08,"Innsbruck","Trail Short","https://timit.pro/events/graphics/flags/png/fi_black.png"
"168","DNF",2139,"Alexander CHEPELIN","GBR",NA,"DNF","Male",2023-06-08,"Innsbruck","Trail Short","https://timit.pro/events/graphics/flags/png/gb_black.png"
"169","DNF",2167,"Ranto RANTO","INA",NA,"DNF","Male",2023-06-08,"Innsbruck","Trail Short","https://timit.pro/events/graphics/flags/png/id_black.png"
"170","DNF",2168,"Tria SAPUTRA","INA",NA,"DNF","Male",2023-06-08,"Innsbruck","Trail Short","https://timit.pro/events/graphics/flags/png/id_black.png"
"171","DNF",2182,"Arnar PÉTURSSON","ISL",NA,"DNF","Male",2023-06-08,"Innsbruck","Trail Short","https://timit.pro/events/graphics/flags/png/is_black.png"
"172","DNF",2249,"Sebastian KROGVIG","NOR",NA,"DNF","Male",2023-06-08,"Innsbruck","Trail Short","https://timit.pro/events/graphics/flags/png/no_black.png"
"173","did not show up",2001,"Salim BAGHDALI","ALG",NA,"did not show up","Male",2023-06-08,"Innsbruck","Trail Short","https://timit.pro/events/graphics/flags/png/dz_black.png"
"174","did not show up",2002,"Mustapha MOUMENE","ALG",NA,"did not show up","Male",2023-06-08,"Innsbruck","Trail Short","https://timit.pro/events/graphics/flags/png/dz_black.png"
"175","did not show up",2046,"Mathieu LENG","CAM",NA,"did not show up","Male",2023-06-08,"Innsbruck","Trail Short","https://timit.pro/events/graphics/flags/png/kh_black.png"
"176","did not show up",2070,"Yousheng GUAN","CHN",NA,"did not show up","Male",2023-06-08,"Innsbruck","Trail Short","https://timit.pro/events/graphics/flags/png/cn_black.png"
"177","did not show up",2071,"Tao LUO","CHN",NA,"did not show up","Male",2023-06-08,"Innsbruck","Trail Short","https://timit.pro/events/graphics/flags/png/cn_black.png"
"178","did not show up",2072,"Juwei ZI","CHN",NA,"did not show up","Male",2023-06-08,"Innsbruck","Trail Short","https://timit.pro/events/graphics/flags/png/cn_black.png"
"179","did not show up",2127,"Arnaud BONIN","FRA",NA,"did not show up","Male",2023-06-08,"Innsbruck","Trail Short","https://timit.pro/events/graphics/flags/png/fr_black.png"
"180","did not show up",2140,"Daniel CONNOLLY","GBR",NA,"did not show up","Male",2023-06-08,"Innsbruck","Trail Short","https://timit.pro/events/graphics/flags/png/gb_black.png"
"181","did not show up",2171,"Som Bahadur THAMI","IND",NA,"did not show up","Male",2023-06-08,"Innsbruck","Trail Short","https://timit.pro/events/graphics/flags/png/in_black.png"
"182","did not show up",2188,"Gianluca GHIANO","ITA",NA,"did not show up","Male",2023-06-08,"Innsbruck","Trail Short","https://timit.pro/events/graphics/flags/png/it_black.png"
"183","did not show up",2189,"Davide MAGNINI","ITA",NA,"did not show up","Male",2023-06-08,"Innsbruck","Trail Short","https://timit.pro/events/graphics/flags/png/it_black.png"
"184","did not show up",2194,"Fabio RUGA","ITA",NA,"did not show up","Male",2023-06-08,"Innsbruck","Trail Short","https://timit.pro/events/graphics/flags/png/it_black.png"
"185","did not show up",2204,"Geoffrey GIKUNI","KEN",NA,"did not show up","Male",2023-06-08,"Innsbruck","Trail Short","https://timit.pro/events/graphics/flags/png/ke_black.png"
"186","did not show up",2243,"Ruud KAPPERT","NED",NA,"did not show up","Male",2023-06-08,"Innsbruck","Trail Short","https://timit.pro/events/graphics/flags/png/nl_black.png"
"187","did not show up",2350,"Seth RUHLING","USA",NA,"did not show up","Male",2023-06-08,"Innsbruck","Trail Short","https://timit.pro/events/graphics/flags/png/us_black.png"
"188","1",1021,"Andrea MAYR","AUT",190,"0:48:14","Female",2023-06-07,"Innsbruck","Vertical","https://timit.pro/events/graphics/flags/png/at_black.png"
"189","2",1130,"Philaries Jeruto KISANG","KEN",189,"0:48:51","Female",2023-06-07,"Innsbruck","Vertical","https://timit.pro/events/graphics/flags/png/ke_black.png"
"190","3",1236,"Grayson MURPHY","USA",188,"0:49:22","Female",2023-06-07,"Innsbruck","Vertical","https://timit.pro/events/graphics/flags/png/us_black.png"
"191","4",1099,"Laura HOTTENROTT","GER",187,"0:49:56","Female",2023-06-07,"Innsbruck","Vertical","https://timit.pro/events/graphics/flags/png/de_black.png"
"192","5",1132,"Valentine Jepkoech RUTTO","KEN",186,"0:49:59","Female",2023-06-07,"Innsbruck","Vertical","https://timit.pro/events/graphics/flags/png/ke_black.png"
"193","6",1081,"Christel DEWALLE","FRA",185,"0:50:04","Female",2023-06-07,"Innsbruck","Vertical","https://timit.pro/events/graphics/flags/png/fr_black.png"
"194","7",1100,"Domenika MAYER","GER",184,"0:51:21","Female",2023-06-07,"Innsbruck","Vertical","https://timit.pro/events/graphics/flags/png/de_black.png"
"195","8",1087,"Scout ADKIN","GBR",183,"0:51:39","Female",2023-06-07,"Innsbruck","Vertical","https://timit.pro/events/graphics/flags/png/gb_black.png"
"196","9",1161,"Karoline Holsen KYTE","NOR",182,"0:51:51","Female",2023-06-07,"Innsbruck","Vertical","https://timit.pro/events/graphics/flags/png/no_black.png"
"197","10",1131,"Joyce MUTHONI","KEN",181,"0:52:09","Female",2023-06-07,"Innsbruck","Vertical","https://timit.pro/events/graphics/flags/png/ke_black.png"
"198","11",1212,"Emma POOLEY","SUI",180,"0:52:11","Female",2023-06-07,"Innsbruck","Vertical","https://timit.pro/events/graphics/flags/png/ch_black.png"
"199","12",1228,"Annet Chemengich CHELANGAT","UGA",179,"0:52:23","Female",2023-06-07,"Innsbruck","Vertical","https://timit.pro/events/graphics/flags/png/ug_black.png"
"200","13",1235,"Allie MCLAUGHLIN","USA",178,"0:52:27","Female",2023-06-07,"Innsbruck","Vertical","https://timit.pro/events/graphics/flags/png/us_black.png"
"201","14",1156,"Giselle SLOTBOOM","NED",177,"0:52:29","Female",2023-06-07,"Innsbruck","Vertical","https://timit.pro/events/graphics/flags/png/nl_black.png"
"202","15",1034,"Anne-Marie COMEAU","CAN",176,"0:52:29","Female",2023-06-07,"Innsbruck","Vertical","https://timit.pro/events/graphics/flags/png/ca_black.png"
"203","16",1125,"Elisa SORTINI","ITA",175,"0:52:43","Female",2023-06-07,"Innsbruck","Vertical","https://timit.pro/events/graphics/flags/png/it_black.png"
"204","17",1056,"Tereza HROCHOVÁ","CZE",174,"0:52:52","Female",2023-06-07,"Innsbruck","Vertical","https://timit.pro/events/graphics/flags/png/cz_black.png"
"205","18",1123,"Francesca GHELFI","ITA",173,"0:52:52","Female",2023-06-07,"Innsbruck","Vertical","https://timit.pro/events/graphics/flags/png/it_black.png"
"206","19",1121,"Valentina BELOTTI","ITA",172,"0:52:58","Female",2023-06-07,"Innsbruck","Vertical","https://timit.pro/events/graphics/flags/png/it_black.png"
"207","20",1090,"Sara WILLHOIT","GBR",171,"0:52:58","Female",2023-06-07,"Innsbruck","Vertical","https://timit.pro/events/graphics/flags/png/gb_black.png"
"208","21",1114,"Sarah MCCORMACK","IRL",170,"0:53:12","Female",2023-06-07,"Innsbruck","Vertical","https://timit.pro/events/graphics/flags/png/ie_black.png"
"209","22",1097,"Hanna GRÖBER","GER",169,"0:53:14","Female",2023-06-07,"Innsbruck","Vertical","https://timit.pro/events/graphics/flags/png/de_black.png"
"210","23",1091,"Phillipa WILLIAMS","GBR",168,"0:53:19","Female",2023-06-07,"Innsbruck","Vertical","https://timit.pro/events/graphics/flags/png/gb_black.png"
"211","24",1088,"Kate AVERY","GBR",167,"0:53:39","Female",2023-06-07,"Innsbruck","Vertical","https://timit.pro/events/graphics/flags/png/gb_black.png"
"212","25",1217,"Silvia SCHWAIGER","SVK",166,"0:53:43","Female",2023-06-07,"Innsbruck","Vertical","https://timit.pro/events/graphics/flags/png/sk_black.png"
"213","26",1073,"Onditz ITURBE","ESP",165,"0:54:10","Female",2023-06-07,"Innsbruck","Vertical","https://timit.pro/events/graphics/flags/png/es_black.png"
"214","27",1033,"Jade BELZBERG","CAN",164,"0:54:20","Female",2023-06-07,"Innsbruck","Vertical","https://timit.pro/events/graphics/flags/png/ca_black.png"
"215","28",1011,"Lara HAMILTON","AUS",163,"0:54:20","Female",2023-06-07,"Innsbruck","Vertical","https://timit.pro/events/graphics/flags/png/au_black.png"
"216","29",1176,"Anna CELINSKA","POL",162,"0:54:23","Female",2023-06-07,"Innsbruck","Vertical","https://timit.pro/events/graphics/flags/png/pl_black.png"
"217","30",1211,"Melanie MAURER","SUI",161,"0:54:48","Female",2023-06-07,"Innsbruck","Vertical","https://timit.pro/events/graphics/flags/png/ch_black.png"
"218","31",1244,"Barbora MACUROVÁ","CZE",160,"0:54:48","Female",2023-06-07,"Innsbruck","Vertical","https://timit.pro/events/graphics/flags/png/cz_black.png"
"219","32",1122,"Vivien BONZI","ITA",159,"0:54:53","Female",2023-06-07,"Innsbruck","Vertical","https://timit.pro/events/graphics/flags/png/it_black.png"
"220","33",1059,"Adéla VETCHÁ","CZE",158,"0:55:08","Female",2023-06-07,"Innsbruck","Vertical","https://timit.pro/events/graphics/flags/png/cz_black.png"
"221","34",1074,"Silvia LARA","ESP",157,"0:55:15","Female",2023-06-07,"Innsbruck","Vertical","https://timit.pro/events/graphics/flags/png/es_black.png"
"222","35",1162,"Nora MARKHUS","NOR",156,"0:55:21","Female",2023-06-07,"Innsbruck","Vertical","https://timit.pro/events/graphics/flags/png/no_black.png"
"223","36",1216,"Katarína PEJPKOVA-BEREŠOVÁ","SVK",155,"0:55:23","Female",2023-06-07,"Innsbruck","Vertical","https://timit.pro/events/graphics/flags/png/sk_black.png"
"224","37",1213,"Flavia STUTZ","SUI",154,"0:55:40","Female",2023-06-07,"Innsbruck","Vertical","https://timit.pro/events/graphics/flags/png/ch_black.png"
"225","38",1237,"Rachel TOMAJCZYK","USA",153,"0:55:47","Female",2023-06-07,"Innsbruck","Vertical","https://timit.pro/events/graphics/flags/png/us_black.png"
"226","39",1098,"Laura HAMPEL","GER",152,"0:55:50","Female",2023-06-07,"Innsbruck","Vertical","https://timit.pro/events/graphics/flags/png/de_black.png"
"227","40",1065,"Blanca Maribel LLUMIQUINGA LLUMIQUINGA","ECU",151,"0:55:54","Female",2023-06-07,"Innsbruck","Vertical","https://timit.pro/events/graphics/flags/png/ec_black.png"
"228","41",1186,"Liliana Maria DRAGOMIR","ROU",150,"0:55:56","Female",2023-06-07,"Innsbruck","Vertical","https://timit.pro/events/graphics/flags/png/ro_black.png"
"229","42",1075,"Malen OSA","ESP",149,"0:55:56","Female",2023-06-07,"Innsbruck","Vertical","https://timit.pro/events/graphics/flags/png/es_black.png"
"230","43",1064,"Diana LANDI ANDRADE","ECU",148,"0:56:17","Female",2023-06-07,"Innsbruck","Vertical","https://timit.pro/events/graphics/flags/png/ec_black.png"
"231","44",1185,"Maria Magdalena BOSINCEANU","ROU",147,"0:56:30","Female",2023-06-07,"Innsbruck","Vertical","https://timit.pro/events/graphics/flags/png/ro_black.png"
"232","45",1058,"Hana ŠVESTKOVÁ STRUŽKOVÁ","CZE",146,"0:56:42","Female",2023-06-07,"Innsbruck","Vertical","https://timit.pro/events/graphics/flags/png/cz_black.png"
"233","46",1204,"Valentina VENERUCCI","SMR",145,"0:56:48","Female",2023-06-07,"Innsbruck","Vertical","https://timit.pro/events/graphics/flags/png/sm_black.png"
"234","47",1076,"Ainhoa SANZ","ESP",144,"0:56:53","Female",2023-06-07,"Innsbruck","Vertical","https://timit.pro/events/graphics/flags/png/es_black.png"
"235","48",1243,"Chiara Milena MAINETTI","ARG",143,"0:57:02","Female",2023-06-07,"Innsbruck","Vertical","https://timit.pro/events/graphics/flags/png/ar_black.png"
"236","49",1019,"Karin FREITAG","AUT",142,"0:57:10","Female",2023-06-07,"Innsbruck","Vertical","https://timit.pro/events/graphics/flags/png/at_black.png"
"237","50",1020,"Sandrina ILLES","AUT",141,"0:57:13","Female",2023-06-07,"Innsbruck","Vertical","https://timit.pro/events/graphics/flags/png/at_black.png"
"238","51",1210,"Céline AEBI","SUI",140,"0:57:29","Female",2023-06-07,"Innsbruck","Vertical","https://timit.pro/events/graphics/flags/png/ch_black.png"
"239","52",1006,"Camila CIOFFI","ARG",139,"0:57:29","Female",2023-06-07,"Innsbruck","Vertical","https://timit.pro/events/graphics/flags/png/ar_black.png"
"240","53",1215,"Katarína LOVRANTOVÁ","SVK",138,"0:57:37","Female",2023-06-07,"Innsbruck","Vertical","https://timit.pro/events/graphics/flags/png/sk_black.png"
"241","54",1036,"Kerri LABRECQUE","CAN",137,"0:57:37","Female",2023-06-07,"Innsbruck","Vertical","https://timit.pro/events/graphics/flags/png/ca_black.png"
"242","55",1188,"Elena Adelina PANAET","ROU",136,"0:58:09","Female",2023-06-07,"Innsbruck","Vertical","https://timit.pro/events/graphics/flags/png/ro_black.png"
"243","56",1150,"Mariel SALAZAR","MEX",135,"0:58:30","Female",2023-06-07,"Innsbruck","Vertical","https://timit.pro/events/graphics/flags/png/mx_black.png"
"244","57",1112,"Aine GOSLING","IRL",134,"0:58:46","Female",2023-06-07,"Innsbruck","Vertical","https://timit.pro/events/graphics/flags/png/ie_black.png"
"245","58",1200,"Dominika ZUPANČIČ VALANT","SLO",133,"0:58:48","Female",2023-06-07,"Innsbruck","Vertical","https://timit.pro/events/graphics/flags/png/si_black.png"
"246","59",1181,"Joana SOARES","POR",132,"0:58:50","Female",2023-06-07,"Innsbruck","Vertical","https://timit.pro/events/graphics/flags/png/pt_black.png"
"247","60",1192,"Bianca TARBOTON","RSA",131,"0:58:56","Female",2023-06-07,"Innsbruck","Vertical","https://timit.pro/events/graphics/flags/png/za_black.png"
"248","61",1163,"Ida WALDAL","NOR",130,"0:59:00","Female",2023-06-07,"Innsbruck","Vertical","https://timit.pro/events/graphics/flags/png/no_black.png"
"249","62",1025,"Marie DESSART","BEL",129,"0:59:15","Female",2023-06-07,"Innsbruck","Vertical","https://timit.pro/events/graphics/flags/png/be_black.png"
"250","63",1048,"Tea FABER","CRO",128,"0:59:23","Female",2023-06-07,"Innsbruck","Vertical","https://timit.pro/events/graphics/flags/png/hr_black.png"
"251","64",1199,"Anja MIKUŽ","SLO",127,"0:59:30","Female",2023-06-07,"Innsbruck","Vertical","https://timit.pro/events/graphics/flags/png/si_black.png"
"252","65",1197,"Varineja DRAŠLER","SLO",126,"0:59:30","Female",2023-06-07,"Innsbruck","Vertical","https://timit.pro/events/graphics/flags/png/si_black.png"
"253","66",1148,"Maria JILOTE","MEX",125,"0:59:56","Female",2023-06-07,"Innsbruck","Vertical","https://timit.pro/events/graphics/flags/png/mx_black.png"
"254","67",1013,"Jessica RONAN","AUS",124,"0:59:58","Female",2023-06-07,"Innsbruck","Vertical","https://timit.pro/events/graphics/flags/png/au_black.png"
"255","68",1169,"Maia FLINT","NZL",123,"1:00:42","Female",2023-06-07,"Innsbruck","Vertical","https://timit.pro/events/graphics/flags/png/nz_black.png"
"256","69",1137,"Agate ARMANE","LAT",122,"1:00:45","Female",2023-06-07,"Innsbruck","Vertical","https://timit.pro/events/graphics/flags/png/lv_black.png"
"257","70",1167,"Sarah DOUGLAS","NZL",121,"1:00:46","Female",2023-06-07,"Innsbruck","Vertical","https://timit.pro/events/graphics/flags/png/nz_black.png"
"258","71",1239,"Maegan MACKENZIE","RSA",120,"1:00:53","Female",2023-06-07,"Innsbruck","Vertical","https://timit.pro/events/graphics/flags/png/za_black.png"
"259","72",1170,"Kate MORRISON","NZL",119,"1:01:30","Female",2023-06-07,"Innsbruck","Vertical","https://timit.pro/events/graphics/flags/png/nz_black.png"
"260","73",1113,"Lisa HEGARTY","IRL",118,"1:01:36","Female",2023-06-07,"Innsbruck","Vertical","https://timit.pro/events/graphics/flags/png/ie_black.png"
"261","74",1067,"Viviana Carolina RIOS CEDILLO","ECU",117,"1:01:49","Female",2023-06-07,"Innsbruck","Vertical","https://timit.pro/events/graphics/flags/png/ec_black.png"
"262","75",1041,"Valeria CORREA","CHI",116,"1:01:50","Female",2023-06-07,"Innsbruck","Vertical","https://timit.pro/events/graphics/flags/png/cl_black.png"
"263","76",1168,"Sabrina EDWARDS","NZL",115,"1:02:29","Female",2023-06-07,"Innsbruck","Vertical","https://timit.pro/events/graphics/flags/png/nz_black.png"
"264","77",1005,"Maria Sol ANDREUCETTI","ARG",114,"1:03:22","Female",2023-06-07,"Innsbruck","Vertical","https://timit.pro/events/graphics/flags/png/ar_black.png"
"265","78",1066,"Carla Alejandra PINOS SANTAMARIA","ECU",113,"1:03:32","Female",2023-06-07,"Innsbruck","Vertical","https://timit.pro/events/graphics/flags/png/ec_black.png"
"266","79",1014,"Elena STEPHENSON","AUS",112,"1:03:45","Female",2023-06-07,"Innsbruck","Vertical","https://timit.pro/events/graphics/flags/png/au_black.png"
"267","80",1035,"Sasha GOLLISH","CAN",111,"1:04:09","Female",2023-06-07,"Innsbruck","Vertical","https://timit.pro/events/graphics/flags/png/ca_black.png"
"268","81",1106,"Kinga ZÓLYOMI","HUN",110,"1:04:26","Female",2023-06-07,"Innsbruck","Vertical","https://timit.pro/events/graphics/flags/png/hu_black.png"
"269","82",1149,"Judith LOPEZ","MEX",109,"1:04:35","Female",2023-06-07,"Innsbruck","Vertical","https://timit.pro/events/graphics/flags/png/mx_black.png"
"270","83",1154,"Rachel BORG","MLT",108,"1:05:17","Female",2023-06-07,"Innsbruck","Vertical","https://timit.pro/events/graphics/flags/png/mt_black.png"
"271","84",1140,"Virginija BERNOTAITE","LTU",107,"1:06:18","Female",2023-06-07,"Innsbruck","Vertical","https://timit.pro/events/graphics/flags/png/lt_black.png"
"272","85",1047,"Marisa CORTRIGHT","CRO",106,"1:06:33","Female",2023-06-07,"Innsbruck","Vertical","https://timit.pro/events/graphics/flags/png/hr_black.png"
"273","86",1050,"Sara SUPERINA","CRO",105,"1:06:40","Female",2023-06-07,"Innsbruck","Vertical","https://timit.pro/events/graphics/flags/png/hr_black.png"
"274","87",1042,"Tamara VÉLIZ","CHI",104,"1:07:04","Female",2023-06-07,"Innsbruck","Vertical","https://timit.pro/events/graphics/flags/png/cl_black.png"
"275","88",1105,"Eszter ŐSI","HUN",103,"1:07:36","Female",2023-06-07,"Innsbruck","Vertical","https://timit.pro/events/graphics/flags/png/hu_black.png"
"276","89",1155,"Giselle CAMILLERI","MLT",102,"1:08:10","Female",2023-06-07,"Innsbruck","Vertical","https://timit.pro/events/graphics/flags/png/mt_black.png"
"277","90",1221,"Wan-Fang CHANG","TPE",101,"1:08:28","Female",2023-06-07,"Innsbruck","Vertical","https://my.raceresult.com/RRPublish/picture.php?eventid=237839&name=TPE2.png"
"278","91",1012,"Emma OSULLIVAN","AUS",100,"1:08:42","Female",2023-06-07,"Innsbruck","Vertical","https://timit.pro/events/graphics/flags/png/au_black.png"
"279","92",1138,"Gundega HEIDINGERE","LAT",99,"1:08:50","Female",2023-06-07,"Innsbruck","Vertical","https://timit.pro/events/graphics/flags/png/lv_black.png"
"280","93",1223,"Meng-Yun TUNG","TPE",98,"1:11:29","Female",2023-06-07,"Innsbruck","Vertical","https://my.raceresult.com/RRPublish/picture.php?eventid=237839&name=TPE2.png"
"281","94",1234,"Alexandra LAWSON","USA",97,"1:11:58","Female",2023-06-07,"Innsbruck","Vertical","https://timit.pro/events/graphics/flags/png/us_black.png"
"282","95",1049,"Lucija KOPIĆ","CRO",96,"1:16:09","Female",2023-06-07,"Innsbruck","Vertical","https://timit.pro/events/graphics/flags/png/hr_black.png"
"283","96",1141,"Kriste HINCAITE","LTU",95,"1:17:34","Female",2023-06-07,"Innsbruck","Vertical","https://timit.pro/events/graphics/flags/png/lt_black.png"
"284","97",1222,"Wan-Yun KAO","TPE",94,"1:19:32","Female",2023-06-07,"Innsbruck","Vertical","https://my.raceresult.com/RRPublish/picture.php?eventid=237839&name=TPE2.png"
